alienista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
allenatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0
allevamento;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;1;0;0;0;0;1;0;8;0;2;1;0;2;1;1;0;0;1;0;5;0;0;0;0;0;0;4;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0
allevatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
allievo_ufficiale;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3
alpinista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;2;0;1;5;0;0;4;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;4;0;1;0;0;2;0;0;1;0;1;0;0;0;0;1;0
alpino;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0;1;1;9;10;1;1;23;1;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;2;0;2;0;1;2;0;0;7;1;1;0;0;0;0;0;0
altezza_reale;noble rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
altoforno;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
alunno;military rank;0;0;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;3;0;0;4;0;4;0;0;8;1;0;0;0;0;0;0;0;8;1;1;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;0;3;0;0;1;0;0;2;1;1;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;3;0;0;2;0;2;1;0;1;0;1
amanuense;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ambasciata;public (place);0;1;0;1;0;0;8;1;3;1;4;3;2;0;0;0;0;0;0;2;4;8;3;1;0;6;2;1;6;5;0;0;1;6;1;0;5;4;1;0;6;5;0;0;11;3;4;3;3;1;8;0;1;12;5;2;2;2;7;2;6;5;4;38;3;6;0;0;7;15;8;23;1;3;4;34;4;4;1;4;7;9;11;0;0;2;0;8;1;5;0;2;2;1;11;3;10;2;2;11
ambasciatore;profession;1;0;1;0;1;0;19;0;4;6;2;1;2;0;3;0;0;0;0;0;0;2;0;1;2;5;3;7;1;4;1;2;1;1;2;0;8;5;8;19;0;4;4;8;31;1;0;3;6;0;0;20;1;6;12;5;2;3;4;5;3;3;0;15;3;12;0;0;12;0;5;0;22;0;1;12;1;4;2;3;3;1;4;0;0;1;0;5;2;0;1;0;3;1;8;0;1;0;1;8
ambulante;profession;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1;4;0;0;0;1;0;1;1;3;2;1;3;2;2;0;0;2;1;3;1;6;1;1;1;3;6;4;1;2;2;0;1;4;3;1;1;1;0;2;0;1;1;5;1;3;1;1;3;8;1;3;0;0;1;1;2;0;1;0;2;0;0;2;1;1;1;3;5;0;1;3;1
ambulatorio;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ammaestratore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
amministratore;profession;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;1;4;0;0;10;1;0;0;0;1;1;1;4;1;1;0;3;3;1;0;0;1;3;1;0;0;2;0;2;18;4;3;1;4;1;1;12;2;1;3;0;3;0;3;0;0;2;3;3;7;4;0;0;2;0;7;1;1;1;1;0;1;1;3;3;6;0;2;0;1;0;5;23
ammiraglio;military rank;0;0;0;0;0;0;2;0;0;1;1;0;0;0;138;0;0;0;0;11;0;18;0;0;0;1;0;6;1;20;0;2;0;0;7;3;8;0;0;2;8;4;1;8;2;2;1;0;1;1;0;0;0;0;0;2;8;0;0;1;0;0;7;1;2;230;0;15;0;16;0;0;0;0;11;1;0;1;0;0;0;0;161;10;0;1;0;3;0;0;0;0;11;0;0;0;11;0;0;0
ammiraglio_della_flotta;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
analista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
anatomista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
anfiteatro;public (place);0;0;2;10;0;0;6;0;0;1;0;2;2;2;0;0;1;0;0;0;0;1;0;2;0;0;0;2;24;2;3;0;0;2;5;1;16;2;2;5;0;4;0;6;2;2;1;0;0;3;2;0;0;7;5;2;2;2;4;2;1;0;3;5;3;0;2;0;1;2;0;3;5;3;1;6;0;3;0;4;0;3;0;8;1;1;0;0;1;1;0;2;0;0;0;0;0;2;0;2
animatore;profession;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;3;1;1;2;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;2
