Lemma;Categoria;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
oratorio;religious (place);3;1;8;1;0;0;3;4;7;0;0;11;5;3;1;1;0;4;1;1;2;2;0;8;2;73;4;3;7;1;3;4;9;2;22;0;5;0;0;3;2;1;8;0;0;2;3;0;3;1;2;0;0;8;2;0;1;4;2;13;1;2;5;8;3;3;0;1;2;15;15;3;0;3;5;2;13;2;1;0;0;4;4;5;11;0;0;2;14;3;0;0;1;1;2;1;2;2;3;2;0;397
oreficeria;commercial (place);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
orfanotrofio;public (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;29
orto_botanico;public (place);0;0;1;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15
ospedale;public (place);1;1;3;3;0;0;2;73;3;5;0;0;4;0;0;2;5;4;2;7;23;2;7;4;2;6;4;4;18;4;12;3;6;0;4;4;18;5;7;3;3;10;1;6;7;5;5;17;45;2;6;23;13;22;13;7;9;11;4;13;18;29;31;8;23;6;5;4;3;8;6;6;11;16;10;8;8;3;3;2;9;3;9;12;1;2;4;17;18;7;14;3;18;25;20;6;6;31;1;23;17;927
ospedale_militare;military (place);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12
ospizio;public (place);15;0;3;3;0;1;2;7;2;75;0;0;11;6;2;1;1;1;3;3;3;0;0;0;0;6;1;8;4;0;0;0;4;0;5;14;1;7;2;5;11;5;2;11;1;5;0;1;3;2;0;0;1;6;14;17;56;17;2;5;0;6;2;18;1;1;1;2;0;1;0;7;0;8;2;3;5;1;1;3;0;0;2;3;1;0;8;1;2;1;0;0;1;2;3;1;0;2;8;2;0;454
osservatorio_astronomico;civil (place);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
ostello;commercial (place);6;0;0;0;1;3;0;0;1;1;0;1;0;0;0;1;0;2;0;0;0;1;0;0;2;2;2;2;0;1;0;1;0;0;1;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;38
osteria;commercial (place);23;1;2;48;7;3;16;4;24;19;1;4;30;3;24;0;18;8;0;2;18;4;7;19;7;31;64;24;37;5;17;8;22;1;6;6;0;58;7;26;13;19;22;19;21;34;13;15;3;18;24;109;18;44;37;23;21;19;34;4;7;45;12;25;19;14;2;2;1;16;15;15;14;5;8;53;34;15;19;8;3;10;13;4;2;20;9;2;28;5;6;8;6;13;12;5;19;19;5;16;17;1665
ottica;commercial (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;0;2;3;0;0;0;0;0;2;0;1;2;1;0;0;1;2;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;35
ovile;rural (place);1;1;0;0;0;0;0;0;3;2;2;4;2;0;2;0;0;3;0;1;0;1;0;2;0;5;1;0;9;1;3;1;0;3;1;0;5;3;2;0;1;1;0;0;1;2;3;0;0;1;2;1;1;1;3;0;1;0;0;1;0;1;0;0;0;1;0;0;0;13;11;2;1;1;1;2;2;0;1;2;3;5;2;0;0;0;0;3;0;4;1;2;0;2;0;2;0;0;0;1;2;142
padiglione;public (place);2;0;4;5;8;0;2;8;6;23;8;14;0;3;2;3;1;4;0;0;9;1;4;0;0;12;1;2;7;5;0;0;5;7;16;7;1;4;6;10;6;2;13;8;5;3;2;12;9;11;0;3;1;6;16;3;2;1;5;2;5;3;0;2;0;2;0;2;0;4;9;13;0;1;2;2;9;6;2;12;0;2;8;9;3;1;3;5;3;2;0;0;5;4;2;0;5;6;0;6;1;439
pagoda;religious (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;44;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;67
palafitta;rural (place);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;2;0;0;1;0;0;0;0;1;2;0;0;0;23
palazzina;civil (place);0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8;0;1;0;0;0;0;4;1;0;0;2;2;0;46;1;17;1;10;2;3;1;1;1;2;0;2;1;5;1;0;4;2;1;1;25;5;3;1;1;11;11;0;2;3;0;22;0;11;13;0;9;1;61;52;3;1;3;0;2;0;0;8;1;0;1;31;0;0;3;410
palazzo;civil (place);43;47;46;22;33;0;52;61;94;29;27;188;62;13;126;1;18;22;6;18;31;57;18;36;6;142;46;32;49;34;61;17;123;31;81;81;41;98;145;57;118;35;132;13;37;40;11;154;7;24;10;108;6;45;103;137;31;17;48;109;66;136;22;30;73;57;25;78;37;113;55;92;24;15;39;35;39;35;92;93;71;27;18;27;59;23;29;51;32;17;6;16;34;125;25;41;24;169;15;11;11;5266
palestra;commercial (place);0;0;1;2;0;0;0;0;1;1;0;0;1;0;2;0;0;3;0;4;0;1;0;1;0;0;1;1;0;0;0;1;0;0;3;0;1;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;0;26;1;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1;0;0;73
palmento;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;1;0;24
panetteria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;5
panificio;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
pantheon;religious (place);0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;2;0;0;0;0;18;2;6;0;0;0;0;0;2;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;68
parco;public (place);0;6;16;1;0;0;21;14;21;1;3;0;1;1;1;0;0;2;0;1;1;2;3;4;2;4;2;4;4;1;7;1;0;21;1;33;4;0;16;6;2;3;12;1;11;2;6;17;19;11;1;2;2;15;3;11;46;2;18;17;2;3;0;24;69;5;14;12;1;14;7;22;14;6;1;2;6;5;18;2;45;13;37;4;3;4;18;6;14;15;5;1;10;20;6;15;13;11;8;15;5;901
parrocchia;religious (place);0;0;15;1;0;3;3;3;6;15;0;6;8;1;4;0;0;3;0;2;5;2;6;2;3;32;12;7;6;0;9;16;1;4;2;0;2;4;3;6;2;6;2;13;0;5;6;1;5;2;8;17;3;10;1;4;4;0;10;12;4;3;15;1;6;3;4;0;0;12;11;5;3;2;0;1;2;5;1;0;2;4;1;1;7;2;2;2;0;0;5;2;1;47;0;3;0;11;3;1;0;475
pasticceria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;8;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;6;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;3;0;1;46
pastificio;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
penitenziario;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15
pensione;commercial (place);2;1;3;3;1;0;0;2;2;2;0;1;0;5;2;1;0;0;2;1;7;5;2;10;1;11;6;0;1;1;5;0;6;4;7;3;4;5;5;1;2;5;8;4;5;4;9;3;2;1;0;10;4;4;4;3;2;4;5;10;5;2;0;7;3;5;9;0;1;1;0;11;6;3;35;6;7;6;6;5;18;9;4;10;4;0;2;5;9;3;3;6;9;3;16;2;8;4;5;10;67;516
pescheria;commercial (place);1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;20
piantagione;rural (place);0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;2;0;0;2;0;0;4;0;3;1;4;1;0;0;0;0;2;1;0;0;0;0;1;1;3;0;0;0;0;0;0;3;0;1;4;0;0;0;3;0;1;2;0;4;0;0;1;1;0;0;2;2;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;4;0;1;1;67
piazza;public (place);37;3;37;46;35;6;42;39;77;56;8;220;143;27;41;8;28;52;6;30;37;43;35;37;24;89;36;39;114;9;25;18;96;54;64;52;46;43;19;53;52;59;15;8;44;35;35;42;7;56;39;106;37;109;98;134;73;44;45;90;38;63;61;58;12;33;36;44;29;76;66;93;88;21;43;69;61;25;46;69;36;52;56;73;67;17;20;25;74;29;65;41;81;77;39;51;72;64;37;57;36;5102
piazzaforte;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
pieve;religious (place);1;0;1;0;0;0;0;0;2;4;0;2;3;0;0;0;0;0;0;0;0;0;0;0;4;15;2;1;0;0;5;0;5;3;7;0;2;0;0;0;2;0;31;0;0;19;0;1;0;0;0;74;2;1;0;3;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;2;0;0;0;0;2;0;3;2;0;0;0;3;8;0;0;0;219
pinacoteca;public (place);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;3;1;4;0;1;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;32
piscina;public (place);0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;1;1;0;0;0;27
pizzeria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
podere;rural (place);0;1;8;4;1;1;10;0;8;2;0;4;3;7;4;2;0;4;4;1;0;3;4;5;2;21;0;8;8;2;4;42;0;2;15;15;1;12;3;5;1;16;9;0;1;39;1;1;5;3;2;6;2;4;2;6;14;1;3;4;1;13;3;10;1;0;2;2;2;3;9;0;1;0;12;9;5;6;2;0;5;14;3;4;2;0;4;7;0;21;4;2;4;17;2;14;6;22;3;3;5;559
policlinico;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
poligono_di_tiro;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
pollaio;rural (place);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;2;0;1;2;0;0;1;0;0;2;0;1;0;1;0;2;2;3;0;0;22;0;1;1;3;3;9;0;7;1;0;5;2;4;1;3;0;2;1;0;0;1;0;0;4;1;1;1;0;3;0;2;0;0;0;1;3;0;0;3;2;3;2;1;2;3;0;0;12;0;3;8;0;1;1;0;144
polveriera;military (place);0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;2;1;0;0;0;3;0;1;6;1;1;1;2;0;4;0;4;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;50
polverificio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
porticato;public (place);0;0;0;0;0;0;1;2;8;1;1;1;1;1;1;0;0;0;0;0;2;0;0;1;0;2;0;2;2;0;0;1;2;3;0;4;3;1;0;1;0;1;1;0;0;3;1;0;0;1;0;2;3;0;2;7;3;1;0;0;0;9;4;0;20;0;0;1;0;3;4;4;1;0;3;3;7;0;2;5;1;0;0;0;1;0;0;0;1;2;3;4;2;0;0;0;2;0;0;0;0;148
portico;public (place);3;0;18;3;14;0;4;6;13;9;1;34;14;5;16;0;16;4;1;3;9;1;26;9;3;32;8;9;1;6;7;15;11;0;12;17;16;7;1;2;0;6;11;0;4;9;3;9;9;11;5;9;7;18;10;29;16;1;12;26;12;13;8;2;10;16;16;12;4;18;15;12;8;7;4;10;15;2;5;15;6;3;3;6;13;2;6;4;12;3;9;5;3;23;6;3;18;28;5;3;3;919
porto;industrial (place);27;4;23;25;21;5;11;38;43;34;12;11;13;24;13;9;13;61;5;10;5;19;11;16;12;45;17;17;32;22;33;28;55;48;71;41;37;34;22;25;64;17;22;29;28;22;36;29;7;15;4;19;11;42;51;39;36;19;29;39;37;31;18;28;6;16;18;16;42;27;33;18;21;16;25;16;23;21;24;24;78;33;35;75;38;9;24;15;33;21;26;20;31;41;13;39;14;37;3;30;41;2666
postribolo;commercial (place);0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;2;0;0;2;0;0;0;5;0;0;1;0;0;1;1;0;9;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;2;47
prefettura;public (place);0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;11;2;0;0;3;1;1;1;0;5;1;2;0;0;0;0;6;0;1;1;3;4;2;3;6;0;1;1;0;2;0;4;4;5;1;2;16;0;1;1;0;0;6;0;1;0;0;0;0;0;1;0;1;0;1;0;0;3;9;2;1;0;1;3;0;0;0;10;0;0;0;0;2;0;0;0;142
pretura;public (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;1;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;1;1;0;0;6;0;0;2;0;3;0;0;0;0;0;1;0;2;1;0;2;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;46
prigione;public (place);32;7;40;124;25;2;11;17;104;20;10;25;51;36;13;12;3;16;15;68;38;14;17;88;22;41;64;44;25;12;72;31;39;29;47;34;50;32;11;50;18;10;5;15;10;11;8;33;5;14;18;38;20;32;93;9;17;7;16;18;12;15;37;50;82;4;5;5;7;21;15;41;9;9;14;21;21;7;18;20;8;15;30;24;11;6;11;10;12;5;8;8;7;38;7;5;9;14;1;15;13;2458
profumeria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;19
pronto_soccorso;public (place);0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;16
pub;commercial (place);0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;4;0;0;0;0;0;10;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
questura;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;1;1;0;0;0;6;11;7;4;4;2;18;0;8;0;4;19;0;12;0;11;1;1;16;4;5;9;0;9;0;6;1;12;8;26;0;8;9;40;15;0;2;4;1;3;0;0;1;1;0;3;3;0;3;1;0;1;0;5;1;317
raffineria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7
ranch;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
reclusorio;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;2;5;1;0;0;5;0;0;0;27
refettorio;religious (place);1;0;0;0;1;0;1;2;1;5;5;0;2;0;0;2;0;0;0;0;4;0;1;9;0;1;0;1;2;0;3;1;1;0;8;1;0;2;0;0;0;0;2;2;0;9;0;0;0;0;0;0;0;6;5;2;1;0;0;1;0;0;1;0;2;0;2;1;0;1;1;3;0;0;0;0;0;0;1;7;0;1;4;10;2;1;0;0;1;0;0;0;5;1;1;0;0;0;2;0;0;129
reggia;civil (place);4;0;5;6;0;0;1;5;2;3;22;4;1;3;3;1;0;3;2;1;21;3;0;0;0;16;2;3;0;24;4;3;5;2;10;4;3;3;6;0;0;5;2;55;14;7;3;1;1;1;0;2;0;9;2;2;1;1;0;7;10;1;1;3;3;4;3;0;2;10;8;5;8;1;5;2;27;1;3;1;3;45;1;6;1;0;4;5;4;0;2;1;7;6;0;12;0;0;1;0;0;484
reliquiario;religious (place);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;19
ricetto;military (place);0;0;3;4;3;0;0;1;6;1;1;3;5;0;1;0;1;4;0;0;1;0;3;1;0;2;0;3;2;1;0;1;0;2;3;4;1;0;4;0;3;0;1;0;0;1;1;0;1;2;0;0;0;1;5;0;0;1;0;0;0;1;1;2;1;0;0;0;0;5;1;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;2;0;1;1;0;0;0;0;1;0;0;1;101
riformatorio;public (place);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;19
rifugio;rural (place);1;0;3;2;6;0;3;2;7;4;0;4;4;1;2;1;3;6;0;1;2;2;0;8;7;6;4;2;7;5;3;0;10;3;13;13;7;21;0;0;8;1;6;5;3;3;9;8;4;5;2;17;0;3;8;4;13;3;10;15;5;5;4;3;7;4;0;8;14;10;11;7;5;3;4;6;7;6;8;7;6;8;11;19;7;7;4;12;7;10;9;9;8;13;3;1;8;5;4;8;19;592
ristorante;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;3;1;0;0;0;1;1;23;2;1;1;1;0;0;0;2;0;6;1;0;18;5;3;5;2;1;3;1;0;0;2;0;2;3;7;4;112
